"分類","メモ","コマンド","表示名","いまの区分","高互換","止めるまで続く","歩ける","小道具","相手","車","成人向け","効果","手がかり","Dict","Anim"
"","","/walk Femme2","Femme 2","歩き方","","","","","","","","","","move_m@femme@",""
"","","/e femscaremask","Female Scary Mask Red - Pose","物を持つ","","","○","scarymask1","","","","","","mrwitt@helloween4_f","mrwitt"
"","","/e femscaremask2","Female Scary Mask Black - Pose","物を持つ","","","○","scarymask2","","","","","","mrwitt@helloween4_f","mrwitt"
"","","/e femscaremask3","Female Scary Mask White - Pose","物を持つ","","","○","scarymask3","","","","","","mrwitt@helloween4_f","mrwitt"
"","","/e fightme","Fight Me","ふつうの動作","○","","","","","","","","eat","anim@deathmatch_intros@unarmed","intro_male_unarmed_c"
"","","/e fightme2","Fight Me 2","ふつうの動作","○","","","","","","","","eat","anim@deathmatch_intros@unarmed","intro_male_unarmed_e"
"","","/e filmshocking","Film Shocking","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_MOBILE_FILM_SHOCKING"
"","","/e finger","Finger","ふつうの動作","○","","○","","","","","","","anim@mp_player_intselfiethe_bird","idle_a"
"","","/e finger2","Finger 2","ふつうの動作","○","","○","","","","","","","anim@mp_player_intupperfinger","idle_a_fp"
"","","/walk Fire","Fire","歩き方","○","","","","","","","","","move_characters@franklin@fire",""
"","","/walk Fire2","Fire 2","歩き方","○","","","","","","","","","move_characters@michael@fire",""
"","","/walk Fire3","Fire 3","歩き方","○","","","","","","","","","move_m@fire",""
"","","/e fishdance","Fish Dance","ふつうの動作","○","","○","","","","","","","anim@mp_player_intupperfind_the_fish","idle_a"
"","","/e fishing1","Fishing 1","物を持つ","","○","","prop_fishing_rod_01","","","","","fishing","amb@world_human_stand_fishing@idle_a","idle_a"
"","","/e fishing2","Fishing 2","物を持つ","","○","","prop_fishing_rod_01","","","","","fishing","amb@world_human_stand_fishing@idle_a","idle_b"
"","","/e fishing3","Fishing 3","物を持つ","","○","","prop_fishing_rod_01","","","","","fishing","amb@world_human_stand_fishing@idle_a","idle_c"
"","","/walk Flee","Flee","歩き方","○","","","","","","","","","move_f@flee@a",""
"","","/walk Flee2","Flee 2","歩き方","","","","","","","","","","move_f@flee@c",""
"","","/walk Flee3","Flee 3","歩き方","","","","","","","","","","move_m@flee@a",""
"","","/walk Flee4","Flee 4","歩き方","","","","","","","","","","move_m@flee@b",""
"","","/walk Flee5","Flee 5","歩き方","","","","","","","","","","move_m@flee@c",""
"","","/e flex","Flex","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_MUSCLE_FLEX"
"","","/e flex2","Flex 2","ふつうの動作","","","○","","","","","","","frabi@malepose@solo@firstsport","pose_sport_002"
"","","/e flip","Flip","ふつうの動作","○","","","","","","","","","anim@arena@celeb@flat@solo@no_props@","flip_a_player_a"
"","","/e flip2","Flip 2","ふつうの動作","○","","","","","","","","","anim@arena@celeb@flat@solo@no_props@","cap_a_player_a"
"","","/e flipoff","Flip Off","ふつうの動作","○","","○","","","","","","","anim@arena@celeb@podium@no_prop@","flip_off_a_1st"
"","","/e flipoff2","Flip Off 2","ふつうの動作","○","","○","","","","","","","anim@arena@celeb@podium@no_prop@","flip_off_c_1st"
"","","/walk Floyd","Floyd","歩き方","","","","","","","","","","move_characters@floyd",""
"","","/e flute","Flute","物を持つ","○","","○","prop_champ_flute","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e foldarms","Fold Arms","ふつうの動作","○","","○","","","","","","phone","anim@amb@business@bgen@bgen_no_work@","stand_phone_phoneputdown_idle_nowork"
"","","/e foldarms2","Fold Arms 2","ふつうの動作","○","","○","","","","","","nightclub","anim@amb@nightclub@peds@","rcmme_amanda1_stand_loop_cop"
"","","/e followa","Follow A (Front)","2人でやる","","○","","","followb","","","","","dollie_mods@follow_me_001","follow_me_001"
"","","/e followb","Follow B (Back)","2人でやる","","○","","","followa","","","","","dollie_mods@follow_me_002","follow_me_002"
"","","/e foodtraya","Food Tray","物を持つ","","","○","prop_food_bs_tray_03","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayb","Food Tray B","物を持つ","","","○","prop_food_bs_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayc","Food Tray C","物を持つ","","","○","prop_food_cb_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayd","Food Tray D","物を持つ","","","○","prop_food_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtraye","Food Tray E","物を持つ","","","○","prop_food_tray_03","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayf","Food Tray F","物を持つ","","","○","prop_food_bs_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayg","Food Tray G","物を持つ","","","○","prop_food_cb_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayh","Food Tray H","物を持つ","","","○","prop_food_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayi","Food Tray I","物を持つ","","","○","prop_food_tray_02","","","","","","anim@heists@box_carry@","idle"
"","","/e foodtrayj","Food Tray J","物を持つ","","","○","prop_food_bs_tray_02","","","","","","anim@move_f@waitress","idle"
"","","/e foodtrayk","Food Tray K","物を持つ","","","○","prop_food_bs_tray_02","","","","","","anim@move_f@waitress","idle"
"","","/e foodtrayl","Food Tray L","物を持つ","","","○","prop_food_bs_tray_03","","","","","","anim@move_f@waitress","idle"
"","","/e foodtraym","Food Tray M","物を持つ","","","○","prop_food_cb_tray_02","","","","","","anim@move_f@waitress","idle"
"","","/e foodtrayn","Food Tray N","物を持つ","","","○","prop_food_tray_02","","","","","","anim@move_f@waitress","idle"
"","","/e foodtrayo","Food Tray O","物を持つ","","","○","prop_food_tray_02","","","","","","anim@move_f@waitress","idle"
"","","/walk Franklin","Franklin","歩き方","○","","","","","","","","","move_p_m_one",""
"","","/e frappe","Frappe","物を持つ","","","○","brum_heartfrappe","","","","","drinking drink","amb@code_human_wander_drinking@male@base","static"
"","","/e frappe2","Frappe 2","物を持つ","","","○","beanmachine_cup","","","","","drinking drink","amb@code_human_wander_drinking@female@base","static"
"","","/e frappe3","Frappe 3","物を持つ","","","○","beanmachine_cup2","","","","","drinking drink","amb@code_human_wander_drinking@female@base","static"
"","","/e frappe4","Frappe 4","物を持つ","","","○","beanmachine_cup3","","","","","drinking drink","amb@code_human_wander_drinking@female@base","static"
"","","/mood Frustrated","Frustrated","表情","","","","","","","","","","mood_frustrated_1",""
"","","/e fspose","F Sex Pose","ふつうの動作","","○","","","","","○","","yoga","missfam5_yoga","c2_pose"
"","","/e fspose2","F Sex Pose 2","ふつうの動作","","○","","","","車の外だけ","○","","yoga","missfam5_yoga","c6_pose"
"","","/e fspose3","F Sex Pose 3","ふつうの動作","","○","","","","","○","","","anim@amb@carmeet@checkout_car@","female_c_idle_d"
"","","/e ftorch","Fire Torch","物を持つ","","","○","bzzz_prop_torch_fire001","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e ftorch2","Fire Torch 2","物を持つ","","","○","bzzz_prop_torch_fire001","","","","","","special_ped@griff@base","base"
"","","/e fuel","Fuel","物を持つ","","","○","w_am_jerrycan","","","","","","weapons@misc@jerrycan@","fire"
"","","/e fuel2","Fuel 2 (Carry)","物を持つ","","","○","w_am_jerrycan","","","","","","weapons@misc@jerrycan@franklin","idle"
"","","/e gamer","Gamer","物を持つ","","○","","prop_controller_01","","","","","","playing@with_controller","base"
"","","/e gamer2","Gamer Laying On Stomach","物を持つ","","○","","prop_controller_01","","","","","","lay_controller@dark","lay_controller_clip"
"","","/e gangsign","Gang Sign","ふつうの動作","○","","○","","","","","","","mp_player_int_uppergang_sign_a","mp_player_int_gang_sign_a"
"","","/e gangsign2","Gang Sign 2","ふつうの動作","○","","○","","","","","","","mp_player_int_uppergang_sign_b","mp_player_int_gang_sign_b"
"","","/e gangsign3","Gang Sign 3","ふつうの動作","","","○","","","","","","","amb@code_human_in_car_mp_actions@gang_sign_b@low@ps@base","idle_a"
"","","/e gangsign4","Gang Sign 4","ふつうの動作","","","○","","","","","","","amb@code_human_in_car_mp_actions@v_sign@std@rds@base","idle_a"
"","","/walk Gangster","Gangster","歩き方","○","","","","","","","","","move_m@gangster@generic",""
"","","/walk Gangsterb","Gangster 2","歩き方","","","","","","","","","","move_gangster",""
"","","/walk Gangsterc","Gangster 3","歩き方","","","","","","","","","","move_m@gangster@ng",""
"","","/walk Gangsterd","Gangster 4","歩き方","","","","","","","","","","move_m@gangster@var_a",""
"","","/walk Gangstere","Gangster 5","歩き方","","","","","","","","","","move_m@gangster@var_b",""
"","","/walk Gangsterf","Gangster 6","歩き方","","","","","","","","","","move_m@gangster@var_c",""
"","","/walk Gangsterg","Gangster 7","歩き方","","","","","","","","","","move_m@gangster@var_d",""
"","","/walk Gangsterh","Gangster 8","歩き方","","","","","","","","","","move_m@gangster@var_e",""
"","","/walk Gangsteri","Gangster 9","歩き方","","","","","","","","","","move_m@gangster@var_f",""
"","","/walk Gangsterj","Gangster 10","歩き方","","","","","","","","","","move_m@gangster@var_g",""
"","","/walk Gangsterk","Gangster 11","歩き方","","","","","","","","","","move_m@gangster@var_h",""
"","","/walk Gangsterl","Gangster 12","歩き方","","","","","","","","","","move_m@gangster@var_i",""
"","","/walk Gangsterm","Gangster 13","歩き方","","","","","","","","","","move_m@gangster@var_j",""
"","","/walk Gangstern","Gangster 14","歩き方","","","","","","","","","","move_m@gangster@var_k",""
"","","/e garden","Gardening","ふつうの動作","","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_GARDENER_PLANT"
"","","/e gbag","Garbage Bag","物を持つ","","","○","prop_cs_street_binbag_01","","","","","","missfbi4prepp1","_idle_garbage_man"
"","","/e gbin","Garbage Bin","物を持つ","","","○","prop_bin_08open","","","","","","anim@heists@box_carry@","idle"
"","","/e gbin2","Garbage Bin 2","物を持つ","","","○","prop_cs_bin_01","","","","","","anim@heists@box_carry@","idle"
"","","/e gbin3","Garbage Bin 3","物を持つ","","","○","prop_cs_bin_03","","","","","","anim@heists@box_carry@","idle"
"","","/e gbin4","Garbage Bin 4","物を持つ","","","○","prop_bin_08a","","","","","","anim@heists@box_carry@","idle"
"","","/e gbin5","Garbage Bin 5","物を持つ","","","○","prop_bin_07d","","","","","","anim@heists@box_carry@","idle"
"","","/walk Generic","Generic Male","歩き方","","","","","","","","","","move_m@generic",""
"","","/walk Generic2","Generic Female","歩き方","","","","","","","","","","move_f@generic",""
"","","/e gift","Gift","物を持つ","","","○","bzzz_prop_gift_orange","","","","","","hold_flowers@dad","hold_flowers_clip"
"","","/e gift2","Gift 2","物を持つ","","","○","bzzz_prop_gift_purple","","","","","","hold_flowers@dad","hold_flowers_clip"
"","","/e gingerbread","Xmas Gingerbread Man","物を持つ","","","○","bzzz_food_xmas_gingerbread_a","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e give","Give","2人でやる","○","","○","","give2","","","","","mp_common","givetake1_a"
"","","/e give2","Give 2","2人でやる","○","","○","","give","","","","","mp_common","givetake1_b"
"","","/e givedrink","Give Drink - Beer","物を持つ","","","","prop_amb_beer_bottle","","","","","nightclub drinking drink","anim@amb@nightclub@mini@drinking@bar@drink@beer","intro_bartender"
"","","/e givedrink2","Give Drink - Beer In Bag","物を持つ","","","","p_cs_bottle_01","","","","","nightclub drinking drink","anim@amb@nightclub@mini@drinking@bar@drink@beer","intro_bartender"
"","","/e givedrink3","Give Drink - Beer Can","物を持つ","","","","v_res_tt_can01","","","","","nightclub drinking drink","anim@amb@nightclub@mini@drinking@bar@drink@beer","intro_bartender"
"","","/e golfswing","Golf Swing","物を持つ","○","○","","prop_golf_wood_01","","","","","","rcmnigel1d","swing_a_mark"
"","","/e grieve","Grieve The Dead","ふつうの動作","","","○","","","","","","","anim@miss@low@fin@vagos@","idle_ped05"
"","","/walk Grooving","Grooving Male","歩き方","○","","","","","","","","","anim@move_m@grooving@",""
"","","/walk Grooving2","Grooving Female","歩き方","","","","","","","","","","anim@move_f@grooving@",""
"","","/mood Grumpy","Grumpy","表情","","","","","","","","","","effort_1",""
"","","/mood Grumpy2","Grumpy 2","表情","","","","","","","","","","mood_drivefast_1",""
"","","/mood Grumpy3","Grumpy 3","表情","","","","","","","","","","pose_angry_1",""
"","","/e guard","Guard","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_GUARD_STAND"
"","","/walk Guard","Guard","歩き方","○","","","","","","","","","move_m@prison_gaurd",""
"","","/e guitar","Guitar","物を持つ","○","","○","prop_acc_guitar_01","","","","","guitar","amb@world_human_musician@guitar@male@idle_a","idle_b"
"","","/e guitar2","Guitar 2","物を持つ","○","","○","prop_acc_guitar_01","","","","","eat guitar","switch@trevor@guitar_beatdown","001370_02_trvs_8_guitar_beatdown_idle_busker"
"","","/e guitar3","Guitar 3 - Pink","物を持つ","","","○","prop_rpemotesreborn_guitar_001","","","","","guitar","amb@world_human_musician@guitar@male@idle_a","idle_b"
"","","/e guitar4","Guitar 4 - Pink","物を持つ","","","○","prop_rpemotesreborn_guitar_001","","","","","eat guitar","switch@trevor@guitar_beatdown","001370_02_trvs_8_guitar_beatdown_idle_busker"
"","","/e guitar5","Guitar - Pride","物を持つ","","","○","prop_rpemotesreborn_guitar_002","","","","","guitar","amb@world_human_musician@guitar@male@idle_a","idle_b"
"","","/e guitar6","Guitar - Pride 2","物を持つ","","","○","prop_rpemotesreborn_guitar_002","","","","","eat guitar","switch@trevor@guitar_beatdown","001370_02_trvs_8_guitar_beatdown_idle_busker"
"","","/e guitarcarry","Guitar Case Carry","物を持つ","","","○","sf_prop_sf_guitar_case_01a","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry2","Guitar Carry Accoustic","物を持つ","","","○","prop_acc_guitar_01","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry3","Guitar Carry Accoustic - Pink","物を持つ","","","○","prop_rpemotesreborn_guitar_001","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry4","Guitar Carry Accoustic - Pride","物を持つ","","","○","prop_rpemotesreborn_guitar_002","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry5","Guitar Carry Electric","物を持つ","","","○","prop_el_guitar_01","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry6","Guitar Carry Electric 2","物を持つ","","","○","prop_el_guitar_02","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry7","Guitar Carry Electric 3","物を持つ","","","○","prop_el_guitar_03","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e guitarcarry8","Guitar Carry Electric 4","物を持つ","","","○","vw_prop_casino_art_guitar_01a","","","","","","move_weapon@jerrycan@generic","idle"
